,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
251839,126119,Zoltn Verraszt,M,16.0,176.0,60.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,"Swimming Men's 1,500 metres Freestyle",
251840,126119,Zoltn Verraszt,M,16.0,176.0,60.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Backstroke,
251841,126119,Zoltn Verraszt,M,16.0,176.0,60.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Backstroke,
251842,126119,Zoltn Verraszt,M,20.0,176.0,60.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Backstroke,
251843,126119,Zoltn Verraszt,M,20.0,176.0,60.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Backstroke,
251844,126119,Zoltn Verraszt,M,20.0,176.0,60.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 400 metres Individual Medley,
251845,126119,Zoltn Verraszt,M,24.0,176.0,60.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Backstroke,
251846,126119,Zoltn Verraszt,M,24.0,176.0,60.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Backstroke,Silver
251847,126119,Zoltn Verraszt,M,24.0,176.0,60.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,Bronze
251848,126119,Zoltn Verraszt,M,24.0,176.0,60.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
251856,126125,Gianni Versari,M,18.0,,,Panama,PAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,
251857,126125,Gianni Versari,M,18.0,,,Panama,PAN,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Freestyle,
251868,126133,Sebastiaan Clemens Verschuren,M,23.0,192.0,84.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,
251869,126133,Sebastiaan Clemens Verschuren,M,23.0,192.0,84.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Freestyle,
251870,126133,Sebastiaan Clemens Verschuren,M,23.0,192.0,84.0,Netherlands,NED,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
251871,126133,Sebastiaan Clemens Verschuren,M,27.0,192.0,84.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
251872,126133,Sebastiaan Clemens Verschuren,M,27.0,192.0,84.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle,
251873,126133,Sebastiaan Clemens Verschuren,M,27.0,192.0,84.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
251875,126135,Mark Andreas Cornelis Versfeld,M,24.0,186.0,75.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,
251876,126136,Neil Robert Versfeld,M,23.0,178.0,76.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,
251893,126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18.0,180.0,66.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,Bronze
251894,126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18.0,180.0,66.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Freestyle,Bronze
251895,126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18.0,180.0,66.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
251896,126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18.0,180.0,66.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,
251897,126145,"Anna Maria Theodora Petra ""Annemarie"" Verstappen (-Janssen)",F,18.0,180.0,66.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
251910,126151,"Theophilus ""Theo"" Verster",M,25.0,178.0,68.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Butterfly,
251911,126151,"Theophilus ""Theo"" Verster",M,25.0,178.0,68.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Butterfly,
251912,126151,"Theophilus ""Theo"" Verster",M,25.0,178.0,68.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 200 metres Individual Medley,
251913,126151,"Theophilus ""Theo"" Verster",M,25.0,178.0,68.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
251933,126164,"Cornelis ""Cees"" Vervoorn",M,16.0,191.0,83.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Butterfly,
251934,126164,"Cornelis ""Cees"" Vervoorn",M,20.0,191.0,83.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,
251935,126164,"Cornelis ""Cees"" Vervoorn",M,20.0,191.0,83.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
251936,126164,"Cornelis ""Cees"" Vervoorn",M,20.0,191.0,83.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,
251937,126164,"Cornelis ""Cees"" Vervoorn",M,20.0,191.0,83.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Butterfly,
251938,126164,"Cornelis ""Cees"" Vervoorn",M,20.0,191.0,83.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
251939,126164,"Cornelis ""Cees"" Vervoorn",M,24.0,191.0,83.0,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,
251947,126169,Norbert Verweyen,M,21.0,190.0,90.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Backstroke,
251963,126178,Welleda Veschi,F,17.0,173.0,63.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 400 metres Freestyle,
252023,126210,Britta Uhre Vestergaard,F,17.0,,,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Breaststroke,
252024,126210,Britta Uhre Vestergaard,F,17.0,,,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Breaststroke,
252025,126210,Britta Uhre Vestergaard,F,17.0,,,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 400 metres Individual Medley,
252026,126210,Britta Uhre Vestergaard,F,17.0,,,Denmark,DEN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
252027,126210,Britta Uhre Vestergaard,F,21.0,,,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
252028,126210,Britta Uhre Vestergaard,F,21.0,,,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley,
252029,126210,Britta Uhre Vestergaard,F,21.0,,,Denmark,DEN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 400 metres Individual Medley,
252163,126282,Cecilia Vianini,F,19.0,178.0,66.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Freestyle,
252164,126282,Cecilia Vianini,F,19.0,178.0,66.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
252165,126282,Cecilia Vianini,F,23.0,178.0,66.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
252166,126282,Cecilia Vianini,F,23.0,178.0,66.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
252167,126282,Cecilia Vianini,F,27.0,178.0,66.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
252168,126282,Cecilia Vianini,F,27.0,178.0,66.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
252174,126287,Hugo Viart,M,20.0,191.0,87.0,France,FRA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
252225,126305,Henrique Manuel Carvalho Vicncio,M,17.0,,,Portugal,POR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Breaststroke,
252226,126305,Henrique Manuel Carvalho Vicncio,M,17.0,,,Portugal,POR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Breaststroke,
252227,126305,Henrique Manuel Carvalho Vicncio,M,17.0,,,Portugal,POR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
252230,126307,Liana Vicens,F,11.0,158.0,50.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 100 metres Breaststroke,
252231,126307,Liana Vicens,F,11.0,158.0,50.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Breaststroke,
252232,126307,Liana Vicens,F,11.0,158.0,50.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Individual Medley,
252233,126307,Liana Vicens,F,11.0,158.0,50.0,Puerto Rico,PUR,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
252329,126359,Eliseo Vidal Lpez,M,17.0,180.0,70.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Backstroke,
252330,126359,Eliseo Vidal Lpez,M,17.0,180.0,70.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Backstroke,
252352,126372,Rafael Antonio Vidal Castro,M,16.0,181.0,72.0,Venezuela,VEN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Butterfly,
252353,126372,Rafael Antonio Vidal Castro,M,16.0,181.0,72.0,Venezuela,VEN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Butterfly,
252354,126372,Rafael Antonio Vidal Castro,M,20.0,181.0,72.0,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
252355,126372,Rafael Antonio Vidal Castro,M,20.0,181.0,72.0,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
252356,126372,Rafael Antonio Vidal Castro,M,20.0,181.0,72.0,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,
252357,126372,Rafael Antonio Vidal Castro,M,20.0,181.0,72.0,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Butterfly,Bronze
252358,126372,Rafael Antonio Vidal Castro,M,20.0,181.0,72.0,Venezuela,VEN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
252364,126376,Lynn Marie Vidali (-Gautschi),F,16.0,170.0,64.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Individual Medley,Silver
252365,126376,Lynn Marie Vidali (-Gautschi),F,20.0,170.0,64.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 100 metres Breaststroke,
252366,126376,Lynn Marie Vidali (-Gautschi),F,20.0,170.0,64.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
252367,126376,Lynn Marie Vidali (-Gautschi),F,20.0,170.0,64.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 400 metres Individual Medley,
252391,126389,Henri Vidil,M,19.0,170.0,66.0,France,FRA,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 200 metres Butterfly,
252420,126402,Branko Vidovi,M,24.0,,,Yugoslavia,YUG,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,
252421,126402,Branko Vidovi,M,24.0,,,Yugoslavia,YUG,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
252456,126424,Isabelle Vieira,F,16.0,171.0,64.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,
252457,126424,Isabelle Vieira,F,16.0,171.0,64.0,Brazil,BRA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
252458,126425,Jessica Teixeira Vieira,F,20.0,166.0,60.0,Mozambique,MOZ,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 50 metres Freestyle,
252490,126443,"Maria ""Rie"" Vierdag (-Smit)",F,18.0,170.0,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 100 metres Freestyle,
252491,126443,"Maria ""Rie"" Vierdag (-Smit)",F,18.0,170.0,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 400 metres Freestyle,
252492,126443,"Maria ""Rie"" Vierdag (-Smit)",F,18.0,170.0,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
252493,126443,"Maria ""Rie"" Vierdag (-Smit)",F,22.0,170.0,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 100 metres Freestyle,
252494,126443,"Maria ""Rie"" Vierdag (-Smit)",F,22.0,170.0,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
252495,126443,"Maria ""Rie"" Vierdag (-Smit)",F,26.0,170.0,,Netherlands,NED,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,
252496,126443,"Maria ""Rie"" Vierdag (-Smit)",F,26.0,170.0,,Netherlands,NED,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
252526,126457,Lorenza Vigarani,F,18.0,176.0,62.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Backstroke,
252527,126457,Lorenza Vigarani,F,18.0,176.0,62.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Backstroke,
252528,126457,Lorenza Vigarani,F,18.0,176.0,62.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
252529,126457,Lorenza Vigarani,F,22.0,176.0,62.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
252530,126457,Lorenza Vigarani,F,22.0,176.0,62.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
252531,126457,Lorenza Vigarani,F,22.0,176.0,62.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
252532,126457,Lorenza Vigarani,F,26.0,176.0,62.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 200 metres Backstroke,
252533,126457,Lorenza Vigarani,F,26.0,176.0,62.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
252562,126473,Gilles Vigne,M,22.0,179.0,79.0,France,FRA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Freestyle,
252563,126473,Gilles Vigne,M,22.0,179.0,79.0,France,FRA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
252641,126511,Adam Viktora,M,19.0,188.0,94.0,Seychelles,SEY,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
252642,126512,Paulius Viktoraviius,M,19.0,193.0,95.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
252643,126512,Paulius Viktoraviius,M,23.0,193.0,95.0,Lithuania,LTU,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,
252649,126514,Larisa Viktorovna Viktorova,F,16.0,170.0,64.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Backstroke,
252650,126514,Larisa Viktorovna Viktorova,F,16.0,170.0,64.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
252690,126536,Salvador Antonio Vilanova,M,15.0,176.0,68.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Freestyle,
252691,126536,Salvador Antonio Vilanova,M,15.0,176.0,68.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,
252692,126536,Salvador Antonio Vilanova,M,15.0,176.0,68.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
252693,126536,Salvador Antonio Vilanova,M,15.0,176.0,68.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Butterfly,
252694,126536,Salvador Antonio Vilanova,M,15.0,176.0,68.0,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Individual Medley,
252695,126536,Salvador Antonio Vilanova,M,19.0,176.0,68.0,El Salvador,ESA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Freestyle,
252696,126536,Salvador Antonio Vilanova,M,19.0,176.0,68.0,El Salvador,ESA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
252697,126536,Salvador Antonio Vilanova,M,19.0,176.0,68.0,El Salvador,ESA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 100 metres Butterfly,
252707,126540,Mara Vilas Vidal,F,20.0,168.0,64.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,
252708,126540,Mara Vilas Vidal,F,20.0,168.0,64.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,
252747,126559,Drako Vilfan,M,22.0,,,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Freestyle,
252748,126559,Drako Vilfan,M,22.0,,,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
252749,126559,Drako Vilfan,M,22.0,,,Yugoslavia,YUG,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 100 metres Backstroke,
252832,126592,Erika Villacija Garca,F,20.0,177.0,61.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 400 metres Freestyle,
252833,126592,Erika Villacija Garca,F,20.0,177.0,61.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 800 metres Freestyle,
252834,126592,Erika Villacija Garca,F,20.0,177.0,61.0,Spain,ESP,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
252835,126592,Erika Villacija Garca,F,24.0,177.0,61.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 400 metres Freestyle,
252836,126592,Erika Villacija Garca,F,24.0,177.0,61.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 800 metres Freestyle,
252837,126592,Erika Villacija Garca,F,28.0,177.0,61.0,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,
252838,126592,Erika Villacija Garca,F,28.0,177.0,61.0,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,
252839,126592,Erika Villacija Garca,F,32.0,177.0,61.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,
252844,126596,Ral Villagmez,M,18.0,174.0,74.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 200 metres Butterfly,
252845,126596,Ral Villagmez,M,18.0,174.0,74.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Individual Medley,
252896,126630,Manoel da Rocha Villar,M,19.0,,,Brazil,BRA,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,
252897,126630,Manoel da Rocha Villar,M,19.0,,,Brazil,BRA,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
252898,126630,Manoel da Rocha Villar,M,23.0,,,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 400 metres Freestyle,
252899,126630,Manoel da Rocha Villar,M,23.0,,,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Swimming,"Swimming Men's 1,500 metres Freestyle",
252900,126630,Manoel da Rocha Villar,M,23.0,,,Brazil,BRA,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
252914,126638,Patricia Villareal Vargas,F,17.0,169.0,58.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Freestyle,
252915,126638,Patricia Villareal Vargas,F,17.0,169.0,58.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 800 metres Freestyle,
252916,126639,Henrique Carlos de Oliveira Villaret,M,23.0,188.0,77.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
252919,126642,Heysi Villarreal Navarro,F,21.0,168.0,61.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Freestyle,
252925,126646,Danielle Villars,F,19.0,178.0,62.0,Switzerland,SUI,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Freestyle,
252926,126646,Danielle Villars,F,19.0,178.0,62.0,Switzerland,SUI,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,
252927,126646,Danielle Villars,F,23.0,178.0,62.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
252928,126646,Danielle Villars,F,23.0,178.0,62.0,Switzerland,SUI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Butterfly,
252956,126663,Manuel Villegas Bouchez,M,,180.0,,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 400 metres Freestyle,
252957,126663,Manuel Villegas Bouchez,M,,180.0,,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Swimming,"Swimming Men's 1,500 metres Freestyle",
253002,126683,Karen Alejandra Vilorio Muchnik,F,19.0,160.0,50.0,Honduras,HON,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
253045,126707,Bradley Vincent,M,24.0,195.0,89.0,Mauritius,MRI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
